    1    1 30600    1.00
  -8.3686235e-01    9.4534294e-01    3.0541882e+00
  -8.3695235e-01    9.4526294e-01    3.0500882e+00
  -8.3704235e-01    9.4518294e-01    3.0459882e+00
  -8.3713235e-01    9.4510294e-01    3.0418882e+00
  -8.3722235e-01    9.4502294e-01    3.0377882e+00
  -8.3731235e-01    9.4494294e-01    3.0336882e+00
  -8.3739235e-01    9.4486294e-01    3.0295882e+00
  -8.3748235e-01    9.4477294e-01    3.0254882e+00
  -8.3757235e-01    9.4469294e-01    3.0213882e+00
  -8.3766235e-01    9.4461294e-01    3.0172882e+00
  -8.3775235e-01    9.4453294e-01    3.0131882e+00
  -8.3784235e-01    9.4445294e-01    3.0090882e+00
  -8.3792235e-01    9.4437294e-01    3.0049882e+00
  -8.3801235e-01    9.4429294e-01    3.0008882e+00
  -8.3810235e-01    9.4421294e-01    2.9967882e+00
  -8.3819235e-01    9.4413294e-01    2.9926882e+00
  -8.3828235e-01    9.4404294e-01    2.9885882e+00
  -8.3837235e-01    9.4396294e-01    2.9843882e+00
  -8.3845235e-01    9.4388294e-01    2.9802882e+00
  -8.3854235e-01    9.4380294e-01    2.9761882e+00
  -8.3863235e-01    9.4372294e-01    2.9720882e+00
  -8.3872235e-01    9.4364294e-01    2.9679882e+00
  -8.3881235e-01    9.4356294e-01    2.9638882e+00
  -8.3890235e-01    9.4348294e-01    2.9597882e+00
  -8.3898235e-01    9.4340294e-01    2.9556882e+00
  -8.3907235e-01    9.4331294e-01    2.9515882e+00
  -8.3916235e-01    9.4323294e-01    2.9474882e+00
  -8.3925235e-01    9.4315294e-01    2.9433882e+00
  -8.3934235e-01    9.4307294e-01    2.9392882e+00
  -8.3943235e-01    9.4299294e-01    2.9351882e+00
  -8.3951235e-01    9.4291294e-01    2.9310882e+00
  -8.3960235e-01    9.4283294e-01    2.9269882e+00
  -8.3969235e-01    9.4275294e-01    2.9228882e+00
  -8.3978235e-01    9.4266294e-01    2.9187882e+00
  -8.3987235e-01    9.4258294e-01    2.9146882e+00
  -8.3996235e-01    9.4250294e-01    2.9105882e+00
  -8.4004235e-01    9.4242294e-01    2.9064882e+00
  -8.4013235e-01    9.4234294e-01    2.9023882e+00
  -8.4022235e-01    9.4226294e-01    2.8982882e+00
  -8.4031235e-01    9.4218294e-01    2.8941882e+00
  -8.4040235e-01    9.4210294e-01    2.8900882e+00
  -8.4049235e-01    9.4202294e-01    2.8858882e+00
  -8.4057235e-01    9.4193294e-01    2.8817882e+00
  -8.4066235e-01    9.4185294e-01    2.8776882e+00
  -8.4075235e-01    9.4177294e-01    2.8735882e+00
  -8.4084235e-01    9.4169294e-01    2.8694882e+00
  -8.4093235e-01    9.4161294e-01    2.8653882e+00
  -8.4102235e-01    9.4153294e-01    2.8612882e+00
  -8.4110235e-01    9.4145294e-01    2.8571882e+00
  -8.4119235e-01    9.4137294e-01    2.8530882e+00
  -8.4128235e-01    9.4129294e-01    2.8489882e+00
  -8.4137235e-01    9.4120294e-01    2.8448882e+00
  -8.4146235e-01    9.4112294e-01    2.8407882e+00
  -8.4155235e-01    9.4104294e-01    2.8366882e+00
  -8.4163235e-01    9.4096294e-01    2.8325882e+00
  -8.4172235e-01    9.4088294e-01    2.8284882e+00
  -8.4181235e-01    9.4080294e-01    2.8243882e+00
  -8.4190235e-01    9.4072294e-01    2.8202882e+00
  -8.4199235e-01    9.4064294e-01    2.8161882e+00
  -8.4208235e-01    9.4056294e-01    2.8120882e+00
  -8.4216235e-01    9.4047294e-01    2.8079882e+00
  -8.4225235e-01    9.4039294e-01    2.8038882e+00
  -8.4234235e-01    9.4031294e-01    2.7997882e+00
  -8.4243235e-01    9.4023294e-01    2.7956882e+00
