    1    1 30600    1.00
  -7.8154639e-01    9.2169847e-01    3.1101637e+00
  -7.8195157e-01    9.2168161e-01    3.1060821e+00
  -7.8235674e-01    9.2166476e-01    3.1020004e+00
  -7.8276192e-01    9.2164791e-01    3.0979187e+00
  -7.8316710e-01    9.2163105e-01    3.0938370e+00
  -7.8357228e-01    9.2161420e-01    3.0897554e+00
  -7.8396749e-01    9.2159735e-01    3.0856729e+00
  -7.8437268e-01    9.2157050e-01    3.0815911e+00
  -7.8477785e-01    9.2155364e-01    3.0775094e+00
  -7.8518303e-01    9.2153679e-01    3.0734278e+00
  -7.8558821e-01    9.2151994e-01    3.0693461e+00
  -7.8599339e-01    9.2150308e-01    3.0652644e+00
  -7.8638860e-01    9.2148623e-01    3.0611820e+00
  -7.8679377e-01    9.2146938e-01    3.0571003e+00
  -7.8719895e-01    9.2145252e-01    3.0530186e+00
  -7.8760413e-01    9.2143567e-01    3.0489370e+00
  -7.8800932e-01    9.2140882e-01    3.0448551e+00
  -7.8842219e-01    9.2139351e-01    3.0406738e+00
  -7.8881740e-01    9.2137665e-01    3.0365913e+00
  -7.8922258e-01    9.2135980e-01    3.0325097e+00
  -7.8962775e-01    9.2134295e-01    3.0284280e+00
  -7.9003293e-01    9.2132609e-01    3.0243463e+00
  -7.9043811e-01    9.2130924e-01    3.0202646e+00
  -7.9084329e-01    9.2129239e-01    3.0161830e+00
  -7.9123850e-01    9.2127553e-01    3.0121005e+00
  -7.9164369e-01    9.2124868e-01    3.0080187e+00
  -7.9204886e-01    9.2123183e-01    3.0039370e+00
  -7.9245404e-01    9.2121498e-01    2.9998554e+00
  -7.9285922e-01    9.2119812e-01    2.9957737e+00
  -7.9326440e-01    9.2118127e-01    2.9916920e+00
  -7.9365961e-01    9.2116442e-01    2.9876096e+00
  -7.9406478e-01    9.2114756e-01    2.9835279e+00
  -7.9446996e-01    9.2113071e-01    2.9794462e+00
  -7.9487515e-01    9.2110386e-01    2.9753644e+00
  -7.9528033e-01    9.2108700e-01    2.9712827e+00
  -7.9568551e-01    9.2107015e-01    2.9672011e+00
  -7.9608072e-01    9.2105330e-01    2.9631186e+00
